통계년월,통계시도명,통계시군구명,수급자구분,성별,연령구간,수급자수
201905,부산광역시,부산진구,시설수급자,남성,16~18세,7
201905,부산광역시,부산진구,시설수급자,남성,19~29세,16
201905,부산광역시,부산진구,시설수급자,남성,30~39세,6
201905,부산광역시,부산진구,시설수급자,남성,40~49세,4
201905,부산광역시,부산진구,시설수급자,남성,50~59세,2
201905,부산광역시,부산진구,시설수급자,남성,60~64세,2
201905,부산광역시,부산진구,시설수급자,남성,65~69세,5
201905,부산광역시,부산진구,시설수급자,남성,70~74세,1
201905,부산광역시,부산진구,시설수급자,남성,75~79세,1
201905,부산광역시,부산진구,시설수급자,남성,80~89세,2
201905,부산광역시,부산진구,시설수급자,여성,7세미만,2
201905,부산광역시,부산진구,시설수급자,여성,7~12세,7
201905,부산광역시,부산진구,시설수급자,여성,13~15세,3
201905,부산광역시,부산진구,시설수급자,여성,19~29세,16
201905,부산광역시,부산진구,시설수급자,여성,30~39세,10
201905,부산광역시,부산진구,시설수급자,여성,40~49세,8
201905,부산광역시,부산진구,시설수급자,여성,50~59세,5
201905,부산광역시,부산진구,일반수급자,남성,40~49세,610
201905,부산광역시,부산진구,시설수급자,여성,60~64세,3
201905,부산광역시,부산진구,시설수급자,여성,70~74세,5
201905,부산광역시,부산진구,시설수급자,여성,75~79세,11
201905,부산광역시,부산진구,시설수급자,여성,80~89세,23
201905,부산광역시,부산진구,시설수급자,여성,90세이상,4
201905,부산광역시,부산진구,특례수급자,남성,7~12세,2
201905,부산광역시,부산진구,특례수급자,남성,13~15세,2
201905,부산광역시,부산진구,특례수급자,남성,16~18세,7
201905,부산광역시,부산진구,특례수급자,남성,19~29세,9
201905,부산광역시,부산진구,일반수급자,남성,50~59세,1285
201905,부산광역시,부산진구,특례수급자,남성,30~39세,5
201905,부산광역시,부산진구,특례수급자,남성,40~49세,20
201905,부산광역시,부산진구,특례수급자,남성,50~59세,40
201905,부산광역시,부산진구,특례수급자,남성,60~64세,22
201905,부산광역시,부산진구,특례수급자,남성,65~69세,8
201905,부산광역시,부산진구,특례수급자,남성,70~74세,12
201905,부산광역시,부산진구,일반수급자,남성,7세미만,108
201905,부산광역시,부산진구,특례수급자,남성,75~79세,9
201905,부산광역시,부산진구,특례수급자,남성,80~89세,13
201905,부산광역시,부산진구,특례수급자,여성,7~12세,2
201905,부산광역시,부산진구,특례수급자,여성,13~15세,1
201905,부산광역시,부산진구,특례수급자,여성,16~18세,3
201905,부산광역시,부산진구,특례수급자,여성,19~29세,15
201905,부산광역시,부산진구,일반수급자,남성,60~64세,778
201905,부산광역시,부산진구,특례수급자,여성,30~39세,6
201905,부산광역시,부산진구,특례수급자,여성,40~49세,17
201905,부산광역시,부산진구,일반수급자,남성,65~69세,741
201905,부산광역시,부산진구,특례수급자,여성,50~59세,35
201905,부산광역시,부산진구,특례수급자,여성,60~64세,20
201905,부산광역시,부산진구,특례수급자,여성,65~69세,17
201905,부산광역시,부산진구,특례수급자,여성,70~74세,22
201905,부산광역시,부산진구,특례수급자,여성,75~79세,28
201905,부산광역시,부산진구,특례수급자,여성,80~89세,17
201905,부산광역시,부산진구,일반수급자,남성,70~74세,519
201905,부산광역시,부산진구,일반수급자,남성,75~79세,431
201905,부산광역시,부산진구,일반수급자,남성,80~89세,331
201905,부산광역시,부산진구,일반수급자,남성,90세이상,15
201905,부산광역시,부산진구,일반수급자,여성,7세미만,107
201905,부산광역시,부산진구,일반수급자,여성,7~12세,336
201905,부산광역시,부산진구,일반수급자,여성,13~15세,236
201905,부산광역시,부산진구,일반수급자,남성,7~12세,365
201905,부산광역시,부산진구,일반수급자,여성,16~18세,345
201905,부산광역시,부산진구,일반수급자,여성,19~29세,401
201905,부산광역시,부산진구,일반수급자,여성,30~39세,269
201905,부산광역시,부산진구,일반수급자,여성,40~49세,643
201905,부산광역시,부산진구,일반수급자,여성,50~59세,889
201905,부산광역시,부산진구,일반수급자,여성,60~64세,623
201905,부산광역시,부산진구,일반수급자,여성,65~69세,728
201905,부산광역시,부산진구,일반수급자,여성,70~74세,822
201905,부산광역시,부산진구,일반수급자,여성,75~79세,919
201905,부산광역시,부산진구,일반수급자,여성,80~89세,1152
201905,부산광역시,부산진구,일반수급자,남성,13~15세,257
201905,부산광역시,부산진구,일반수급자,여성,90세이상,185
201905,부산광역시,부산진구,조건부수급자,남성,7세미만,38
201905,부산광역시,부산진구,조건부수급자,남성,7~12세,53
201905,부산광역시,부산진구,조건부수급자,남성,13~15세,41
201905,부산광역시,부산진구,조건부수급자,남성,16~18세,57
201905,부산광역시,부산진구,조건부수급자,남성,19~29세,185
201905,부산광역시,부산진구,조건부수급자,남성,30~39세,54
201905,부산광역시,부산진구,조건부수급자,남성,40~49세,123
201905,부산광역시,부산진구,조건부수급자,남성,50~59세,246
201905,부산광역시,부산진구,조건부수급자,남성,60~64세,133
201905,부산광역시,부산진구,조건부수급자,남성,65~69세,13
201905,부산광역시,부산진구,일반수급자,남성,16~18세,332
201905,부산광역시,부산진구,조건부수급자,남성,70~74세,7
201905,부산광역시,부산진구,조건부수급자,남성,75~79세,6
201905,부산광역시,부산진구,조건부수급자,남성,80~89세,2
201905,부산광역시,부산진구,조건부수급자,여성,7세미만,31
201905,부산광역시,부산진구,조건부수급자,여성,7~12세,40
201905,부산광역시,부산진구,조건부수급자,여성,13~15세,30
201905,부산광역시,부산진구,조건부수급자,여성,16~18세,55
201905,부산광역시,동래구,조건부수급자,여성,30~39세,20
201905,부산광역시,동래구,조건부수급자,여성,40~49세,92
201905,부산광역시,동래구,일반수급자,남성,19~29세,183
201905,부산광역시,동래구,조건부수급자,여성,50~59세,102
201905,부산광역시,동래구,조건부수급자,여성,60~64세,40
201905,부산광역시,동래구,조건부수급자,여성,65~69세,6
201905,부산광역시,동래구,조건부수급자,여성,70~74세,2
201905,부산광역시,동래구,조건부수급자,여성,75~79세,4
201905,부산광역시,동래구,조건부수급자,여성,80~89세,6
201905,부산광역시,동래구,조건부수급자,여성,90세이상,2
201905,부산광역시,동래구,시설수급자,남성,7세미만,23
201905,부산광역시,동래구,시설수급자,남성,7~12세,8
201905,부산광역시,동래구,시설수급자,남성,13~15세,9
201905,부산광역시,동래구,시설수급자,남성,16~18세,9
201905,부산광역시,동래구,시설수급자,남성,19~29세,3
201905,부산광역시,동래구,시설수급자,남성,30~39세,7
201905,부산광역시,동래구,시설수급자,남성,40~49세,24
201905,부산광역시,동래구,시설수급자,남성,50~59세,67
201905,부산광역시,동래구,시설수급자,남성,60~64세,36
201905,부산광역시,동래구,시설수급자,남성,65~69세,33
201905,부산광역시,동래구,일반수급자,남성,30~39세,108
201905,부산광역시,동래구,시설수급자,남성,70~74세,17
201905,부산광역시,동래구,시설수급자,남성,75~79세,18
201905,부산광역시,동래구,시설수급자,남성,80~89세,13
201905,부산광역시,동래구,일반수급자,남성,40~49세,330
201905,부산광역시,동래구,시설수급자,남성,90세이상,5
201905,부산광역시,동래구,시설수급자,여성,7세미만,27
201905,부산광역시,동래구,시설수급자,여성,7~12세,10
201905,부산광역시,동래구,시설수급자,여성,13~15세,12
201905,부산광역시,동래구,시설수급자,여성,16~18세,12
201905,부산광역시,동래구,시설수급자,여성,19~29세,13
201905,부산광역시,동래구,시설수급자,여성,30~39세,14
201905,부산광역시,동래구,시설수급자,여성,40~49세,9
201905,부산광역시,동래구,시설수급자,여성,50~59세,13
201905,부산광역시,동래구,시설수급자,여성,60~64세,9
201905,부산광역시,동래구,시설수급자,여성,65~69세,11
201905,부산광역시,동래구,시설수급자,여성,70~74세,6
201905,부산광역시,동래구,시설수급자,여성,75~79세,13
201905,부산광역시,동래구,일반수급자,남성,50~59세,571
201905,부산광역시,동래구,시설수급자,여성,80~89세,59
201905,부산광역시,동래구,시설수급자,여성,90세이상,29
201905,부산광역시,동래구,특례수급자,남성,13~15세,4
201905,부산광역시,동래구,특례수급자,남성,16~18세,3
201905,부산광역시,동래구,특례수급자,남성,19~29세,10
201905,부산광역시,동래구,특례수급자,남성,30~39세,1
201905,부산광역시,동래구,특례수급자,남성,40~49세,12
201905,부산광역시,동래구,특례수급자,남성,50~59세,17
201905,부산광역시,동래구,특례수급자,남성,60~64세,12
201905,부산광역시,동래구,특례수급자,남성,65~69세,7
201905,부산광역시,동래구,일반수급자,남성,60~64세,316
201905,부산광역시,동래구,특례수급자,남성,70~74세,3
201905,부산광역시,동래구,특례수급자,남성,75~79세,6
201905,부산광역시,동래구,특례수급자,남성,80~89세,8
201905,부산광역시,동래구,특례수급자,남성,90세이상,1
201905,부산광역시,동래구,특례수급자,여성,7세미만,1
201905,부산광역시,동래구,특례수급자,여성,7~12세,2
201905,부산광역시,동래구,특례수급자,여성,13~15세,2
201905,부산광역시,동래구,특례수급자,여성,16~18세,4
201905,부산광역시,동래구,특례수급자,여성,19~29세,9
201905,부산광역시,동래구,특례수급자,여성,30~39세,2
201905,부산광역시,동래구,특례수급자,여성,40~49세,16
201905,부산광역시,동래구,특례수급자,여성,50~59세,29
201905,부산광역시,동래구,특례수급자,여성,60~64세,8
201905,부산광역시,동래구,특례수급자,여성,65~69세,13
201905,부산광역시,동래구,특례수급자,여성,70~74세,10
201905,부산광역시,동래구,특례수급자,여성,75~79세,15
201905,부산광역시,동래구,특례수급자,여성,80~89세,13
201905,부산광역시,동래구,특례수급자,여성,90세이상,1
201905,부산광역시,동래구,기타수급자,남성,13~15세,1
201905,부산광역시,동래구,기타수급자,남성,16~18세,1
201905,부산광역시,동래구,일반수급자,남성,65~69세,330
201905,부산광역시,동래구,일반수급자,남성,70~74세,235
201905,부산광역시,동래구,일반수급자,남성,7세미만,80
201905,부산광역시,동래구,일반수급자,남성,75~79세,234
201905,부산광역시,동래구,일반수급자,남성,80~89세,158
201905,부산광역시,동래구,일반수급자,남성,90세이상,7
201905,부산광역시,동래구,일반수급자,남성,7~12세,220
201905,부산광역시,동래구,일반수급자,여성,7세미만,57
201905,부산광역시,동래구,일반수급자,여성,7~12세,195
201905,부산광역시,동래구,일반수급자,여성,13~15세,155
201905,부산광역시,동래구,일반수급자,여성,16~18세,210
201905,부산광역시,동래구,일반수급자,여성,19~29세,209
201905,부산광역시,동래구,일반수급자,여성,30~39세,137
201905,부산광역시,동래구,일반수급자,여성,40~49세,356
201905,부산광역시,동래구,일반수급자,여성,50~59세,433
201905,부산광역시,동래구,일반수급자,여성,60~64세,321
201905,부산광역시,동래구,일반수급자,남성,13~15세,140
201905,부산광역시,동래구,일반수급자,여성,65~69세,368
201905,부산광역시,동래구,일반수급자,여성,70~74세,364
201905,부산광역시,동래구,일반수급자,여성,75~79세,433
201905,부산광역시,동래구,일반수급자,여성,80~89세,517
201905,부산광역시,동래구,일반수급자,여성,90세이상,79
201905,부산광역시,동래구,조건부수급자,남성,7세미만,2
201905,부산광역시,동래구,조건부수급자,남성,7~12세,17
201905,부산광역시,동래구,조건부수급자,남성,13~15세,18
201905,부산광역시,동래구,일반수급자,남성,16~18세,208
201905,부산광역시,동래구,조건부수급자,남성,16~18세,41
201905,부산광역시,동래구,조건부수급자,남성,19~29세,101
201905,부산광역시,동래구,조건부수급자,남성,30~39세,14
201905,부산광역시,동래구,조건부수급자,남성,40~49세,33
201905,부산광역시,동래구,조건부수급자,남성,50~59세,90
201905,부산광역시,동래구,조건부수급자,남성,60~64세,43
201905,부산광역시,동래구,조건부수급자,남성,65~69세,6
201905,부산광역시,동래구,조건부수급자,남성,70~74세,1
201905,부산광역시,동래구,조건부수급자,남성,75~79세,5
201905,부산광역시,동래구,조건부수급자,남성,80~89세,1
201905,부산광역시,동래구,조건부수급자,여성,7세미만,7
201905,부산광역시,동래구,조건부수급자,여성,7~12세,23
201905,부산광역시,동래구,조건부수급자,여성,13~15세,23
201905,부산광역시,동래구,조건부수급자,여성,16~18세,35
201905,부산광역시,동래구,조건부수급자,여성,19~29세,97
201905,부산광역시,남구,조건부수급자,여성,19~29세,145
201905,부산광역시,남구,조건부수급자,여성,30~39세,20
201905,부산광역시,남구,조건부수급자,여성,40~49세,121
201905,부산광역시,남구,조건부수급자,여성,50~59세,114
201905,부산광역시,남구,조건부수급자,여성,60~64세,47
201905,부산광역시,남구,조건부수급자,여성,65~69세,4
201905,부산광역시,남구,조건부수급자,여성,70~74세,4
201905,부산광역시,남구,조건부수급자,여성,75~79세,8
201905,부산광역시,남구,조건부수급자,여성,80~89세,3
201905,부산광역시,남구,시설수급자,남성,7세미만,14
201905,부산광역시,남구,시설수급자,남성,7~12세,16
201905,부산광역시,남구,시설수급자,남성,13~15세,13
201905,부산광역시,남구,일반수급자,남성,30~39세,112
201905,부산광역시,남구,시설수급자,남성,16~18세,9
201905,부산광역시,남구,시설수급자,남성,19~29세,11
201905,부산광역시,남구,시설수급자,남성,30~39세,1
201905,부산광역시,남구,일반수급자,남성,7세미만,78
201905,부산광역시,남구,시설수급자,남성,60~64세,1
201905,부산광역시,남구,시설수급자,남성,65~69세,2
201905,부산광역시,남구,시설수급자,남성,70~74세,1
201905,부산광역시,남구,시설수급자,남성,75~79세,3
201905,부산광역시,남구,시설수급자,남성,80~89세,2
201905,부산광역시,남구,시설수급자,남성,90세이상,1
201905,부산광역시,남구,시설수급자,여성,7세미만,16
201905,부산광역시,남구,시설수급자,여성,7~12세,12
201905,부산광역시,남구,시설수급자,여성,13~15세,5
201905,부산광역시,남구,시설수급자,여성,16~18세,5
201905,부산광역시,남구,시설수급자,여성,19~29세,10
201905,부산광역시,남구,시설수급자,여성,30~39세,1
201905,부산광역시,남구,일반수급자,남성,40~49세,394
201905,부산광역시,남구,시설수급자,여성,60~64세,1
201905,부산광역시,남구,시설수급자,여성,65~69세,1
201905,부산광역시,남구,시설수급자,여성,70~74세,3
201905,부산광역시,남구,시설수급자,여성,75~79세,5
201905,부산광역시,남구,시설수급자,여성,80~89세,16
201905,부산광역시,남구,시설수급자,여성,90세이상,8
201905,부산광역시,남구,특례수급자,남성,7~12세,4
201905,부산광역시,남구,특례수급자,남성,13~15세,2
201905,부산광역시,남구,특례수급자,남성,16~18세,2
201905,부산광역시,남구,특례수급자,남성,19~29세,9
201905,부산광역시,남구,일반수급자,남성,50~59세,690
201905,부산광역시,남구,특례수급자,남성,30~39세,6
201905,부산광역시,남구,특례수급자,남성,40~49세,25
201905,부산광역시,남구,특례수급자,남성,50~59세,50
201905,부산광역시,남구,특례수급자,남성,60~64세,31
201905,부산광역시,남구,특례수급자,남성,65~69세,41
201905,부산광역시,남구,특례수급자,남성,70~74세,42
201905,부산광역시,남구,특례수급자,남성,75~79세,35
201905,부산광역시,남구,특례수급자,남성,80~89세,30
201905,부산광역시,남구,특례수급자,남성,90세이상,3
201905,부산광역시,남구,특례수급자,여성,7~12세,7
201905,부산광역시,남구,특례수급자,여성,13~15세,2
201905,부산광역시,남구,특례수급자,여성,16~18세,2
201905,부산광역시,남구,특례수급자,여성,19~29세,15
201905,부산광역시,남구,일반수급자,남성,60~64세,377
201905,부산광역시,남구,특례수급자,여성,30~39세,6
201905,부산광역시,남구,특례수급자,여성,40~49세,23
201905,부산광역시,남구,특례수급자,여성,50~59세,40
201905,부산광역시,남구,특례수급자,여성,60~64세,36
201905,부산광역시,남구,특례수급자,여성,65~69세,64
201905,부산광역시,남구,특례수급자,여성,70~74세,62
201905,부산광역시,남구,일반수급자,남성,65~69세,321
201905,부산광역시,남구,특례수급자,여성,75~79세,79
201905,부산광역시,남구,특례수급자,여성,80~89세,58
201905,부산광역시,남구,특례수급자,여성,90세이상,4
201905,부산광역시,남구,일반수급자,남성,70~74세,225
201905,부산광역시,남구,일반수급자,남성,75~79세,229
201905,부산광역시,남구,일반수급자,남성,80~89세,196
201905,부산광역시,남구,일반수급자,남성,90세이상,12
201905,부산광역시,남구,일반수급자,여성,7세미만,75
201905,부산광역시,남구,일반수급자,여성,7~12세,228
201905,부산광역시,남구,일반수급자,여성,13~15세,165
201905,부산광역시,남구,일반수급자,여성,16~18세,214
201905,부산광역시,남구,일반수급자,여성,19~29세,212
201905,부산광역시,남구,일반수급자,남성,7~12세,265
201905,부산광역시,남구,일반수급자,여성,30~39세,143
201905,부산광역시,남구,일반수급자,여성,40~49세,382
201905,부산광역시,남구,일반수급자,여성,50~59세,446
201905,부산광역시,남구,일반수급자,여성,60~64세,327
201905,부산광역시,남구,일반수급자,여성,65~69세,356
201905,부산광역시,남구,일반수급자,여성,70~74세,439
201905,부산광역시,남구,일반수급자,여성,75~79세,522
201905,부산광역시,남구,일반수급자,여성,80~89세,621
201905,부산광역시,남구,일반수급자,여성,90세이상,120
201905,부산광역시,남구,일반수급자,남성,13~15세,160
201905,부산광역시,남구,조건부수급자,남성,7세미만,17
201905,부산광역시,남구,조건부수급자,남성,7~12세,33
201905,부산광역시,남구,조건부수급자,남성,13~15세,33
201905,부산광역시,남구,조건부수급자,남성,16~18세,45
201905,부산광역시,남구,조건부수급자,남성,19~29세,121
201905,부산광역시,남구,조건부수급자,남성,30~39세,16
201905,부산광역시,남구,조건부수급자,남성,40~49세,58
201905,부산광역시,남구,조건부수급자,남성,50~59세,127
201905,부산광역시,남구,조건부수급자,남성,60~64세,48
201905,부산광역시,남구,조건부수급자,남성,65~69세,6
201905,부산광역시,남구,조건부수급자,남성,70~74세,4
201905,부산광역시,남구,조건부수급자,남성,75~79세,5
201905,부산광역시,남구,조건부수급자,남성,80~89세,2
201905,부산광역시,남구,조건부수급자,여성,7세미만,9
201905,부산광역시,남구,일반수급자,남성,16~18세,243
201905,부산광역시,남구,조건부수급자,여성,7~12세,18
201905,부산광역시,남구,조건부수급자,여성,13~15세,24
201905,부산광역시,남구,일반수급자,남성,19~29세,171
201905,부산광역시,남구,조건부수급자,여성,16~18세,40
201905,부산광역시,북구,조건부수급자,여성,19~29세,398
201905,부산광역시,북구,일반수급자,남성,19~29세,275
201905,부산광역시,북구,조건부수급자,여성,30~39세,92
201905,부산광역시,북구,조건부수급자,여성,40~49세,334
201905,부산광역시,북구,조건부수급자,여성,50~59세,438
201905,부산광역시,북구,조건부수급자,여성,60~64세,121
201905,부산광역시,북구,조건부수급자,여성,65~69세,21
201905,부산광역시,북구,조건부수급자,여성,70~74세,14
201905,부산광역시,북구,일반수급자,남성,30~39세,237
201905,부산광역시,북구,조건부수급자,여성,75~79세,15
201905,부산광역시,북구,조건부수급자,여성,80~89세,18
201905,부산광역시,북구,조건부수급자,여성,90세이상,4
201905,부산광역시,북구,시설수급자,남성,7~12세,1
201905,부산광역시,북구,시설수급자,남성,19~29세,2
201905,부산광역시,북구,시설수급자,남성,30~39세,11
201905,부산광역시,북구,시설수급자,남성,40~49세,14
201905,부산광역시,북구,시설수급자,남성,50~59세,8
201905,부산광역시,북구,시설수급자,남성,60~64세,13
201905,부산광역시,북구,시설수급자,남성,65~69세,14
201905,부산광역시,북구,시설수급자,남성,70~74세,8
201905,부산광역시,북구,시설수급자,남성,75~79세,9
201905,부산광역시,북구,시설수급자,남성,80~89세,15
201905,부산광역시,북구,시설수급자,남성,90세이상,4
201905,부산광역시,북구,시설수급자,여성,7~12세,1
201905,부산광역시,북구,일반수급자,남성,7세미만,114
201905,부산광역시,북구,시설수급자,여성,13~15세,1
201905,부산광역시,북구,일반수급자,남성,40~49세,621
201905,부산광역시,북구,시설수급자,여성,30~39세,6
201905,부산광역시,북구,시설수급자,여성,40~49세,14
201905,부산광역시,북구,시설수급자,여성,50~59세,5
201905,부산광역시,북구,시설수급자,여성,60~64세,2
201905,부산광역시,북구,시설수급자,여성,65~69세,4
201905,부산광역시,북구,시설수급자,여성,70~74세,10
201905,부산광역시,북구,시설수급자,여성,75~79세,14
201905,부산광역시,북구,시설수급자,여성,80~89세,63
201905,부산광역시,북구,시설수급자,여성,90세이상,33
201905,부산광역시,북구,특례수급자,남성,7세미만,1
201905,부산광역시,북구,특례수급자,남성,7~12세,2
201905,부산광역시,북구,특례수급자,남성,13~15세,13
201905,부산광역시,북구,특례수급자,남성,16~18세,10
201905,부산광역시,북구,특례수급자,남성,19~29세,33
201905,부산광역시,북구,특례수급자,남성,30~39세,9
201905,부산광역시,북구,특례수급자,남성,40~49세,27
201905,부산광역시,북구,일반수급자,남성,50~59세,1326
201905,부산광역시,북구,특례수급자,남성,50~59세,82
201905,부산광역시,북구,특례수급자,남성,60~64세,51
201905,부산광역시,북구,특례수급자,남성,65~69세,41
201905,부산광역시,북구,특례수급자,남성,70~74세,45
201905,부산광역시,북구,특례수급자,남성,75~79세,37
201905,부산광역시,북구,특례수급자,남성,80~89세,25
201905,부산광역시,북구,특례수급자,남성,90세이상,2
201905,부산광역시,북구,특례수급자,여성,7세미만,6
201905,부산광역시,북구,특례수급자,여성,7~12세,2
201905,부산광역시,북구,특례수급자,여성,13~15세,7
201905,부산광역시,북구,일반수급자,남성,60~64세,772
201905,부산광역시,북구,특례수급자,여성,16~18세,6
201905,부산광역시,북구,특례수급자,여성,19~29세,42
201905,부산광역시,북구,특례수급자,여성,30~39세,14
201905,부산광역시,북구,특례수급자,여성,40~49세,38
201905,부산광역시,북구,특례수급자,여성,50~59세,108
201905,부산광역시,북구,일반수급자,남성,65~69세,616
201905,부산광역시,북구,특례수급자,여성,60~64세,37
201905,부산광역시,북구,특례수급자,여성,65~69세,64
201905,부산광역시,북구,특례수급자,여성,70~74세,63
201905,부산광역시,북구,특례수급자,여성,75~79세,69
201905,부산광역시,북구,특례수급자,여성,80~89세,58
201905,부산광역시,북구,특례수급자,여성,90세이상,6
201905,부산광역시,북구,일반수급자,남성,70~74세,454
201905,부산광역시,북구,일반수급자,남성,75~79세,444
201905,부산광역시,북구,일반수급자,남성,80~89세,368
201905,부산광역시,북구,일반수급자,남성,90세이상,28
201905,부산광역시,북구,일반수급자,여성,7세미만,94
201905,부산광역시,북구,일반수급자,남성,7~12세,304
201905,부산광역시,북구,일반수급자,여성,7~12세,290
201905,부산광역시,북구,일반수급자,여성,13~15세,207
201905,부산광역시,북구,일반수급자,여성,16~18세,265
201905,부산광역시,북구,일반수급자,여성,19~29세,289
201905,부산광역시,북구,일반수급자,여성,30~39세,247
201905,부산광역시,북구,일반수급자,여성,40~49세,569
201905,부산광역시,북구,일반수급자,여성,50~59세,954
201905,부산광역시,북구,일반수급자,여성,60~64세,705
201905,부산광역시,북구,일반수급자,여성,65~69세,749
201905,부산광역시,북구,일반수급자,여성,70~74세,771
201905,부산광역시,북구,일반수급자,여성,75~79세,993
201905,부산광역시,북구,일반수급자,남성,13~15세,187
201905,부산광역시,북구,일반수급자,여성,80~89세,1202
201905,부산광역시,북구,일반수급자,여성,90세이상,159
201905,부산광역시,북구,조건부수급자,남성,7세미만,46
201905,부산광역시,북구,조건부수급자,남성,7~12세,90
201905,부산광역시,북구,조건부수급자,남성,13~15세,75
201905,부산광역시,북구,조건부수급자,남성,16~18세,124
201905,부산광역시,북구,조건부수급자,남성,19~29세,354
201905,부산광역시,북구,조건부수급자,남성,30~39세,53
201905,부산광역시,북구,조건부수급자,남성,40~49세,155
201905,부산광역시,북구,조건부수급자,남성,50~59세,364
201905,부산광역시,북구,조건부수급자,남성,60~64세,139
201905,부산광역시,북구,일반수급자,남성,16~18세,261
201905,부산광역시,북구,조건부수급자,남성,65~69세,23
201905,부산광역시,북구,조건부수급자,남성,70~74세,8
201905,부산광역시,북구,조건부수급자,남성,75~79세,7
201905,부산광역시,북구,조건부수급자,남성,80~89세,7
201905,부산광역시,북구,조건부수급자,여성,7세미만,42
201905,부산광역시,북구,조건부수급자,여성,7~12세,76
201905,부산광역시,북구,조건부수급자,여성,13~15세,73
201905,부산광역시,북구,조건부수급자,여성,16~18세,120
201905,부산광역시,해운대구,조건부수급자,여성,30~39세,85
201905,부산광역시,해운대구,조건부수급자,여성,40~49세,245
201905,부산광역시,해운대구,조건부수급자,여성,50~59세,253
201905,부산광역시,해운대구,조건부수급자,여성,60~64세,79
201905,부산광역시,해운대구,일반수급자,남성,19~29세,283
201905,부산광역시,해운대구,조건부수급자,여성,65~69세,26
201905,부산광역시,해운대구,조건부수급자,여성,70~74세,13
201905,부산광역시,해운대구,조건부수급자,여성,75~79세,16
201905,부산광역시,해운대구,조건부수급자,여성,80~89세,18
201905,부산광역시,해운대구,조건부수급자,여성,90세이상,5
201905,부산광역시,해운대구,시설수급자,남성,7세미만,41
201905,부산광역시,해운대구,시설수급자,남성,7~12세,34
201905,부산광역시,해운대구,시설수급자,남성,13~15세,3
201905,부산광역시,해운대구,시설수급자,남성,16~18세,8
201905,부산광역시,해운대구,시설수급자,남성,19~29세,17
201905,부산광역시,해운대구,시설수급자,남성,30~39세,41
201905,부산광역시,해운대구,시설수급자,남성,40~49세,65
201905,부산광역시,해운대구,일반수급자,남성,30~39세,212
201905,부산광역시,해운대구,시설수급자,남성,50~59세,59
201905,부산광역시,해운대구,시설수급자,남성,60~64세,32
201905,부산광역시,해운대구,시설수급자,남성,65~69세,18
201905,부산광역시,해운대구,시설수급자,남성,70~74세,12
201905,부산광역시,해운대구,시설수급자,남성,75~79세,11
201905,부산광역시,해운대구,시설수급자,남성,80~89세,9
201905,부산광역시,해운대구,시설수급자,남성,90세이상,1
201905,부산광역시,해운대구,시설수급자,여성,7세미만,20
201905,부산광역시,해운대구,시설수급자,여성,7~12세,14
201905,부산광역시,해운대구,일반수급자,남성,40~49세,640
201905,부산광역시,해운대구,시설수급자,여성,13~15세,2
201905,부산광역시,해운대구,시설수급자,여성,16~18세,1
201905,부산광역시,해운대구,시설수급자,여성,19~29세,13
201905,부산광역시,해운대구,시설수급자,여성,30~39세,24
201905,부산광역시,해운대구,시설수급자,여성,40~49세,48
201905,부산광역시,해운대구,시설수급자,여성,50~59세,42
201905,부산광역시,해운대구,시설수급자,여성,60~64세,21
201905,부산광역시,해운대구,시설수급자,여성,65~69세,14
201905,부산광역시,해운대구,시설수급자,여성,70~74세,7
201905,부산광역시,해운대구,일반수급자,남성,50~59세,1055
201905,부산광역시,해운대구,시설수급자,여성,75~79세,12
201905,부산광역시,해운대구,시설수급자,여성,80~89세,34
201905,부산광역시,해운대구,시설수급자,여성,90세이상,11
201905,부산광역시,해운대구,특례수급자,남성,7~12세,1
201905,부산광역시,해운대구,특례수급자,남성,16~18세,4
201905,부산광역시,해운대구,특례수급자,남성,19~29세,12
201905,부산광역시,해운대구,특례수급자,남성,30~39세,6
201905,부산광역시,해운대구,특례수급자,남성,40~49세,11
201905,부산광역시,해운대구,특례수급자,남성,50~59세,39
201905,부산광역시,해운대구,특례수급자,남성,60~64세,23
201905,부산광역시,해운대구,특례수급자,남성,65~69세,5
201905,부산광역시,해운대구,일반수급자,남성,60~64세,637
201905,부산광역시,해운대구,특례수급자,남성,70~74세,4
201905,부산광역시,해운대구,특례수급자,남성,75~79세,8
201905,부산광역시,해운대구,특례수급자,남성,80~89세,14
201905,부산광역시,해운대구,특례수급자,남성,90세이상,1
201905,부산광역시,해운대구,특례수급자,여성,7~12세,3
201905,부산광역시,해운대구,특례수급자,여성,13~15세,1
201905,부산광역시,해운대구,특례수급자,여성,16~18세,2
201905,부산광역시,해운대구,특례수급자,여성,19~29세,11
201905,부산광역시,해운대구,특례수급자,여성,30~39세,3
201905,부산광역시,해운대구,특례수급자,여성,40~49세,11
201905,부산광역시,해운대구,특례수급자,여성,50~59세,37
201905,부산광역시,해운대구,특례수급자,여성,60~64세,19
201905,부산광역시,해운대구,특례수급자,여성,65~69세,12
201905,부산광역시,해운대구,특례수급자,여성,70~74세,21
201905,부산광역시,해운대구,특례수급자,여성,75~79세,21
201905,부산광역시,해운대구,특례수급자,여성,80~89세,14
201905,부산광역시,해운대구,특례수급자,여성,90세이상,1
201905,부산광역시,해운대구,기타수급자,여성,90세이상,1
201905,부산광역시,해운대구,일반수급자,남성,65~69세,592
201905,부산광역시,해운대구,일반수급자,남성,70~74세,428
